transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,holiday_indicator,weekday
2415,2499,857,Laptop,Appliances,5,946.79,09-04-2024 23:57,12,"Miami, FL",40,Other,73877.54,Platinum,Credit Card,FALSE,None,FALSE,Thursday
2416,1085,574,Headphones,Appliances,3,832.96,4/24/2024 11:38,17,"Chicago, IL",23,Female,45214.73,Silver,Cash,TRUE,None,TRUE,Monday
2417,6050,329,Tablet,Appliances,3,1204.64,3/20/2024 18:34,10,"Chicago, IL",19,Male,54038.37,Platinum,Credit Card,TRUE,None,TRUE,Wednesday
2418,8286,127,Camera,Appliances,4,408.95,7/24/2024 23:37,20,"Chicago, IL",30,Female,47721.44,Platinum,Debit Card,TRUE,None,TRUE,Saturday
2419,6896,910,Tablet,Electronics,3,892.9,8/16/2024 22:27,13,"Miami, FL",53,Other,44167.18,Bronze,Cash,TRUE,None,FALSE,Saturday
2420,5419,102,Headphones,Electronics,1,915.51,5/27/2024 21:36,17,"Miami, FL",56,Other,65467.69,Silver,Digital Wallet,FALSE,BOGO,TRUE,Wednesday
2421,2674,257,Washing Machine,Electronics,5,1670.06,8/16/2024 4:29,17,"Miami, FL",40,Other,101685.89,Platinum,Digital Wallet,TRUE,BOGO,FALSE,Sunday
2422,3170,368,Camera,Appliances,2,1054.01,02-07-2024 03:26,3,"Miami, FL",31,Female,104280.04,Platinum,Credit Card,FALSE,BOGO,TRUE,Wednesday
2423,2430,407,Laptop,Electronics,4,1161.26,6/28/2024 8:24,9,"Dallas, TX",48,Female,85191.81,Bronze,Digital Wallet,FALSE,None,FALSE,Friday
2424,4070,755,Tablet,Electronics,5,1391.18,3/23/2024 6:13,9,"Dallas, TX",61,Male,37235.76,Silver,Credit Card,TRUE,None,FALSE,Friday
2425,8061,954,Laptop,Appliances,1,922.72,04-05-2024 20:30,19,"New York, NY",58,Female,61659.33,Silver,Credit Card,FALSE,None,FALSE,Thursday
2426,8353,751,TV,Appliances,5,824.31,2/25/2024 12:20,20,"New York, NY",29,Other,41783.49,Silver,Debit Card,TRUE,None,FALSE,Friday
2427,9395,583,Smartphone,Electronics,1,1901.72,5/16/2024 5:18,2,"New York, NY",26,Other,54458.31,Bronze,Debit Card,FALSE,None,FALSE,Monday
2428,7685,227,Washing Machine,Appliances,5,1979.55,06-07-2024 11:54,17,"Chicago, IL",47,Male,64493.97,Gold,Digital Wallet,FALSE,None,TRUE,Thursday
2429,2692,769,Smartphone,Electronics,1,683.49,05-07-2024 01:19,2,"Dallas, TX",67,Male,70679.71,Silver,Credit Card,FALSE,Percentage Discount,TRUE,Thursday
2430,1430,781,TV,Appliances,4,415.16,07-02-2024 05:33,7,"New York, NY",63,Female,27036.3,Platinum,Digital Wallet,TRUE,None,FALSE,Wednesday
2431,2468,394,Smartphone,Electronics,3,1837.71,1/20/2024 16:54,11,"Los Angeles, CA",67,Other,112144.49,Silver,Credit Card,FALSE,None,TRUE,Tuesday
2432,6798,527,Headphones,Appliances,5,1224.34,4/18/2024 15:44,17,"New York, NY",51,Other,55936.34,Bronze,Digital Wallet,TRUE,None,FALSE,Monday
2433,2524,283,Headphones,Electronics,5,1789.38,06-01-2024 02:55,13,"Miami, FL",32,Other,103228.48,Silver,Debit Card,FALSE,None,FALSE,Wednesday
2434,6315,603,Laptop,Appliances,2,1098.66,6/25/2024 17:39,6,"Los Angeles, CA",70,Female,79313.83,Silver,Digital Wallet,FALSE,None,TRUE,Tuesday
2435,7311,804,Washing Machine,Electronics,1,1237.93,01-01-2024 22:08,10,"Chicago, IL",54,Male,60798.25,Gold,Debit Card,FALSE,None,FALSE,Tuesday
2436,1202,760,TV,Electronics,4,954.41,06-06-2024 10:19,2,"New York, NY",29,Female,28687.71,Platinum,Credit Card,TRUE,Percentage Discount,TRUE,Monday
2437,5781,350,Tablet,Electronics,3,1182.52,8/29/2024 16:22,12,"New York, NY",65,Female,90372.85,Platinum,Credit Card,TRUE,Percentage Discount,FALSE,Tuesday
2438,7779,129,Tablet,Electronics,1,521.58,01-09-2024 11:33,15,"Dallas, TX",56,Female,50590.73,Gold,Cash,TRUE,None,FALSE,Sunday
2439,7353,222,Laptop,Appliances,1,670.08,02-03-2024 07:06,9,"Los Angeles, CA",18,Other,62391.74,Silver,Digital Wallet,TRUE,None,FALSE,Saturday
2440,2387,883,Smartphone,Electronics,4,1094.15,07-08-2024 06:10,9,"Chicago, IL",28,Female,57315.88,Platinum,Cash,FALSE,BOGO,TRUE,Saturday
2441,4977,383,Tablet,Appliances,5,314.38,4/24/2024 6:16,11,"New York, NY",39,Male,86742.67,Bronze,Credit Card,TRUE,None,FALSE,Thursday
2442,9537,604,Tablet,Appliances,5,715.73,04-07-2024 22:27,1,"Chicago, IL",68,Male,113434.59,Gold,Digital Wallet,TRUE,None,TRUE,Thursday
2443,3778,168,TV,Electronics,2,979.41,4/21/2024 19:58,19,"Los Angeles, CA",31,Other,25865.1,Silver,Cash,FALSE,None,FALSE,Sunday
2444,7237,713,TV,Appliances,4,956.46,01-05-2024 15:31,20,"Chicago, IL",29,Female,89364.65,Silver,Cash,FALSE,None,TRUE,Thursday
2445,3777,863,Tablet,Electronics,5,895.98,03-05-2024 00:41,19,"Miami, FL",37,Female,100085.92,Platinum,Cash,TRUE,BOGO,TRUE,Thursday
2446,3274,470,Washing Machine,Electronics,2,1950.34,2/27/2024 8:20,18,"New York, NY",35,Other,91223.25,Silver,Credit Card,FALSE,BOGO,FALSE,Friday
2447,5405,695,Laptop,Electronics,2,1680.09,06-10-2024 16:05,14,"Los Angeles, CA",51,Other,67059.43,Bronze,Digital Wallet,FALSE,BOGO,TRUE,Friday
2448,5933,592,Washing Machine,Electronics,3,791.35,7/25/2024 17:24,7,"New York, NY",52,Female,24913.64,Platinum,Cash,TRUE,Percentage Discount,TRUE,Tuesday
2449,5397,679,Fridge,Electronics,2,98.63,7/21/2024 21:06,6,"New York, NY",52,Female,24325.41,Gold,Cash,FALSE,None,FALSE,Wednesday
2450,9079,546,Laptop,Appliances,3,1685.28,2/22/2024 12:18,9,"Los Angeles, CA",19,Other,31636,Bronze,Cash,TRUE,BOGO,TRUE,Tuesday
2451,3390,989,Tablet,Appliances,5,1828.66,2/21/2024 11:16,12,"Miami, FL",49,Other,45683.58,Platinum,Cash,FALSE,None,TRUE,Wednesday
2452,2036,364,Headphones,Electronics,3,770.25,3/14/2024 19:06,8,"Chicago, IL",67,Male,21418.02,Bronze,Cash,TRUE,None,FALSE,Tuesday
2453,3739,743,Fridge,Electronics,5,1497,02-11-2024 07:35,11,"Chicago, IL",44,Other,37589.74,Gold,Digital Wallet,TRUE,Percentage Discount,TRUE,Thursday
2454,8121,802,Washing Machine,Electronics,4,98.04,07-11-2024 21:07,5,"Chicago, IL",56,Male,85870.44,Platinum,Debit Card,TRUE,BOGO,FALSE,Sunday
2455,5521,587,Smartphone,Electronics,3,107.19,2/16/2024 23:56,15,"New York, NY",70,Other,102625.76,Bronze,Cash,TRUE,BOGO,FALSE,Sunday
2456,7899,810,TV,Electronics,4,191.26,03-04-2024 10:58,19,"Miami, FL",64,Female,53939.58,Bronze,Digital Wallet,FALSE,None,TRUE,Monday
2457,5911,937,Headphones,Electronics,1,1435.64,1/26/2024 13:17,4,"Chicago, IL",63,Other,103886.96,Platinum,Debit Card,TRUE,None,FALSE,Tuesday
2458,8933,222,Washing Machine,Appliances,5,1873.38,9/13/2024 12:41,4,"Los Angeles, CA",45,Male,78930.34,Gold,Cash,FALSE,None,TRUE,Thursday
2459,2260,482,Tablet,Electronics,2,293.36,4/22/2024 9:51,4,"Los Angeles, CA",40,Female,21150.36,Bronze,Debit Card,TRUE,BOGO,TRUE,Wednesday
2460,6916,624,Fridge,Electronics,1,909.59,05-01-2024 02:21,3,"Dallas, TX",47,Female,112168.9,Silver,Cash,FALSE,None,TRUE,Saturday
2461,5123,850,Smartphone,Appliances,2,1789.29,06-04-2024 08:44,2,"Chicago, IL",48,Male,72102.07,Bronze,Digital Wallet,FALSE,BOGO,FALSE,Monday
2462,5040,689,Laptop,Appliances,5,1572.38,02-09-2024 07:04,17,"Dallas, TX",68,Other,105402.86,Bronze,Debit Card,TRUE,None,FALSE,Wednesday
2463,9123,117,Smartphone,Electronics,5,692.84,06-02-2024 21:43,12,"Los Angeles, CA",43,Other,37362.35,Gold,Credit Card,TRUE,None,TRUE,Monday
2464,4203,965,Smartphone,Electronics,4,1125.3,02-10-2024 20:19,3,"Los Angeles, CA",38,Other,108826.79,Silver,Cash,TRUE,Percentage Discount,FALSE,Friday
2465,8501,365,TV,Appliances,3,417.52,2/15/2024 6:59,18,"Chicago, IL",37,Male,78726.37,Platinum,Credit Card,TRUE,None,FALSE,Monday
2466,2752,266,Smartphone,Electronics,3,186.44,3/22/2024 8:59,9,"New York, NY",31,Other,100265.22,Platinum,Debit Card,FALSE,None,FALSE,Friday
2467,3219,695,TV,Electronics,4,1654.78,02-11-2024 17:07,14,"Los Angeles, CA",54,Female,56222.23,Silver,Digital Wallet,FALSE,None,FALSE,Thursday
2468,5991,159,Washing Machine,Electronics,2,1200.95,06-02-2024 23:25,14,"Miami, FL",40,Other,79555.26,Bronze,Cash,FALSE,None,FALSE,Monday
2469,1110,249,Washing Machine,Appliances,2,1900.56,05-12-2024 22:00,17,"Miami, FL",56,Male,50089.57,Platinum,Debit Card,TRUE,None,TRUE,Saturday
2470,7483,427,Headphones,Appliances,1,737.34,4/15/2024 0:44,20,"Chicago, IL",28,Other,41447.46,Gold,Debit Card,TRUE,None,FALSE,Wednesday
2471,6443,572,Headphones,Appliances,2,823.14,06-02-2024 07:13,18,"Chicago, IL",53,Female,21858.04,Platinum,Cash,FALSE,None,FALSE,Wednesday
2472,7224,999,Tablet,Electronics,1,1612.79,07-08-2024 13:52,11,"New York, NY",54,Other,93497.67,Platinum,Credit Card,TRUE,None,TRUE,Thursday
2473,6399,809,Washing Machine,Appliances,2,1092.05,4/30/2024 3:55,20,"New York, NY",24,Female,73408.15,Silver,Debit Card,FALSE,None,FALSE,Wednesday
2474,8212,238,Camera,Appliances,2,910.73,09-11-2024 14:41,8,"New York, NY",34,Male,101177.87,Platinum,Cash,FALSE,None,TRUE,Thursday
2475,6484,465,Headphones,Electronics,4,1314.16,2/26/2024 16:21,6,"New York, NY",45,Other,48772.56,Gold,Digital Wallet,FALSE,None,FALSE,Wednesday
2476,8055,267,Fridge,Electronics,2,1690.95,03-11-2024 09:30,3,"Miami, FL",33,Female,85776,Platinum,Credit Card,FALSE,Percentage Discount,FALSE,Tuesday
2477,3230,154,Fridge,Electronics,1,651.32,07-11-2024 19:12,8,"Chicago, IL",66,Other,91316.69,Bronze,Cash,TRUE,None,TRUE,Sunday
2478,5922,379,Tablet,Electronics,3,885.63,03-07-2024 14:40,12,"Chicago, IL",22,Other,59490.27,Bronze,Debit Card,TRUE,BOGO,TRUE,Friday
2479,6253,469,Washing Machine,Electronics,3,159.36,07-08-2024 22:01,19,"New York, NY",28,Female,96238.79,Platinum,Digital Wallet,FALSE,None,TRUE,Tuesday
2480,4290,529,Fridge,Electronics,1,1320.4,4/18/2024 11:54,14,"Dallas, TX",59,Female,73312.69,Bronze,Credit Card,TRUE,None,FALSE,Thursday
2481,8848,751,Fridge,Electronics,2,1559.04,04-03-2024 15:53,4,"Dallas, TX",67,Female,69574.37,Silver,Credit Card,FALSE,None,TRUE,Saturday
2482,6147,464,Smartphone,Appliances,2,58.51,02-08-2024 13:01,17,"Dallas, TX",36,Male,52312.7,Platinum,Cash,FALSE,None,TRUE,Wednesday
2483,3910,149,Laptop,Appliances,1,1226.76,06-06-2024 10:11,7,"Los Angeles, CA",39,Other,94796.7,Platinum,Digital Wallet,FALSE,None,FALSE,Sunday
2484,7524,396,Headphones,Electronics,1,560.69,05-04-2024 04:32,2,"Chicago, IL",61,Female,64118.92,Gold,Digital Wallet,FALSE,Percentage Discount,TRUE,Sunday
2485,6228,398,Washing Machine,Electronics,1,1209.01,08-01-2024 04:22,15,"New York, NY",33,Female,72326.18,Bronze,Credit Card,TRUE,None,TRUE,Monday
2486,5775,642,Tablet,Electronics,1,1295.26,6/29/2024 3:55,7,"Los Angeles, CA",34,Male,32998.24,Platinum,Debit Card,FALSE,None,FALSE,Monday
2487,9044,754,Fridge,Electronics,5,1069.56,3/19/2024 9:37,9,"Los Angeles, CA",47,Female,85138.24,Platinum,Digital Wallet,TRUE,None,TRUE,Monday
2488,4971,178,Laptop,Appliances,5,922.05,4/19/2024 19:25,18,"Dallas, TX",34,Male,99588.9,Gold,Debit Card,TRUE,None,TRUE,Monday
2489,6339,626,Headphones,Appliances,4,1678.78,7/29/2024 20:32,1,"New York, NY",55,Female,79840.69,Gold,Debit Card,TRUE,Percentage Discount,TRUE,Sunday
2490,7161,298,Laptop,Appliances,2,1007.99,1/26/2024 9:13,2,"Chicago, IL",63,Male,87925.68,Silver,Debit Card,TRUE,None,TRUE,Thursday
2491,5592,884,Washing Machine,Appliances,3,1296.93,7/18/2024 21:15,5,"Dallas, TX",61,Female,83532.3,Silver,Digital Wallet,TRUE,BOGO,FALSE,Friday
2492,7437,743,Laptop,Appliances,4,1985.22,08-04-2024 07:23,5,"Dallas, TX",22,Male,111132.05,Bronze,Credit Card,TRUE,None,TRUE,Tuesday
2493,6980,287,Camera,Appliances,4,1271.6,07-11-2024 15:36,14,"Los Angeles, CA",22,Male,78094.54,Platinum,Debit Card,TRUE,None,FALSE,Wednesday
2494,2865,883,Smartphone,Electronics,2,1302.99,3/21/2024 15:35,9,"Chicago, IL",43,Female,67642.97,Silver,Cash,TRUE,Percentage Discount,TRUE,Tuesday
2495,4273,196,Washing Machine,Appliances,5,1559.19,03-11-2024 08:19,5,"Chicago, IL",20,Female,114087.41,Platinum,Debit Card,TRUE,None,FALSE,Saturday
2496,9939,713,Washing Machine,Electronics,1,1199.82,5/20/2024 1:13,12,"Miami, FL",64,Female,43403.5,Bronze,Debit Card,TRUE,BOGO,TRUE,Friday
2497,3947,870,Headphones,Electronics,5,85.13,3/27/2024 10:21,20,"Miami, FL",50,Male,98635.23,Gold,Digital Wallet,FALSE,None,FALSE,Saturday
2498,1440,271,Laptop,Appliances,1,248.27,07-10-2024 02:25,16,"Miami, FL",34,Female,42075.15,Bronze,Cash,FALSE,BOGO,TRUE,Thursday
2499,8563,656,Smartphone,Appliances,1,1760.52,8/14/2024 10:22,5,"Chicago, IL",61,Male,55517.99,Gold,Cash,TRUE,None,FALSE,Wednesday
2500,4434,430,Camera,Appliances,5,712.8,08-09-2024 23:03,1,"Los Angeles, CA",69,Other,81582.27,Bronze,Credit Card,FALSE,BOGO,FALSE,Saturday
2501,8183,993,TV,Electronics,5,75.73,1/22/2024 12:29,11,"Miami, FL",47,Other,106053.69,Gold,Cash,FALSE,Percentage Discount,TRUE,Wednesday
2502,5773,423,Camera,Electronics,5,1305.3,3/18/2024 7:27,11,"New York, NY",52,Female,23503.46,Platinum,Cash,TRUE,BOGO,TRUE,Wednesday
2503,2133,946,Fridge,Electronics,5,813.28,01-09-2024 08:40,10,"Dallas, TX",61,Male,66839.51,Silver,Debit Card,TRUE,None,FALSE,Thursday
2504,7703,965,Tablet,Appliances,1,1269.85,7/28/2024 17:27,18,"New York, NY",25,Other,62377.61,Silver,Digital Wallet,TRUE,Percentage Discount,TRUE,Monday
2505,9180,801,Smartphone,Electronics,1,1012.14,4/15/2024 17:05,6,"Los Angeles, CA",53,Male,100951.26,Silver,Digital Wallet,TRUE,BOGO,TRUE,Wednesday
2506,3280,919,Smartphone,Electronics,3,383.28,06-01-2024 05:45,19,"Dallas, TX",28,Other,45079.18,Silver,Debit Card,TRUE,BOGO,TRUE,Thursday
2507,5961,408,Camera,Appliances,1,1520.76,8/14/2024 1:59,17,"Miami, FL",27,Male,39517.34,Silver,Digital Wallet,FALSE,None,TRUE,Sunday
2508,4965,377,Camera,Electronics,4,94.77,04-05-2024 20:45,16,"New York, NY",28,Other,113308.25,Bronze,Digital Wallet,FALSE,None,TRUE,Friday
2509,5139,801,Washing Machine,Appliances,1,1340.06,08-05-2024 02:34,18,"Chicago, IL",31,Other,76662.87,Platinum,Credit Card,TRUE,None,TRUE,Tuesday
2510,3525,814,Smartphone,Electronics,1,1221.42,6/21/2024 1:02,4,"Chicago, IL",59,Male,88206.25,Platinum,Digital Wallet,FALSE,None,TRUE,Monday
2511,7932,804,Headphones,Electronics,5,341.01,06-10-2024 14:54,20,"Miami, FL",63,Male,25368.57,Silver,Cash,FALSE,None,TRUE,Wednesday
2512,7176,471,Headphones,Appliances,1,403.26,02-08-2024 14:59,5,"Miami, FL",35,Male,53796.43,Bronze,Credit Card,FALSE,BOGO,FALSE,Thursday
2513,2211,198,Fridge,Appliances,4,492.77,09-08-2024 03:01,3,"Miami, FL",61,Female,98944.42,Bronze,Credit Card,FALSE,None,FALSE,Monday
2514,8357,647,Tablet,Appliances,5,418.61,09-11-2024 16:07,10,"Miami, FL",35,Female,31020.04,Silver,Credit Card,TRUE,None,TRUE,Sunday
2515,8851,693,Washing Machine,Electronics,2,1229.22,03-01-2024 03:12,16,"Miami, FL",58,Male,117454.89,Platinum,Digital Wallet,TRUE,None,FALSE,Tuesday
2516,7566,460,Fridge,Electronics,2,1650.64,4/19/2024 14:29,9,"Dallas, TX",54,Other,102175.96,Silver,Credit Card,FALSE,None,FALSE,Tuesday
2517,9755,943,Washing Machine,Appliances,2,1286.28,09-08-2024 23:32,20,"Los Angeles, CA",69,Other,40659.95,Gold,Cash,FALSE,None,FALSE,Friday
2518,9300,247,Smartphone,Electronics,4,80.57,7/20/2024 3:11,18,"Chicago, IL",36,Male,101545.19,Platinum,Cash,TRUE,None,FALSE,Monday
2519,7853,113,Headphones,Electronics,2,377.89,6/25/2024 0:03,9,"Miami, FL",35,Male,114435.09,Bronze,Digital Wallet,TRUE,Percentage Discount,FALSE,Tuesday
2520,9907,240,Smartphone,Electronics,4,131.6,05-01-2024 00:51,15,"Dallas, TX",47,Other,49098.31,Gold,Credit Card,FALSE,None,FALSE,Sunday
2521,1602,630,Camera,Electronics,5,1575.8,1/24/2024 18:52,10,"Los Angeles, CA",68,Female,108792.07,Bronze,Cash,TRUE,None,TRUE,Thursday
2522,6890,388,Camera,Electronics,5,1022.03,1/29/2024 15:30,13,"Chicago, IL",69,Other,42734.75,Gold,Credit Card,FALSE,None,FALSE,Monday
2523,9796,481,Fridge,Electronics,5,431.35,2/22/2024 8:42,1,"New York, NY",60,Male,28923.13,Bronze,Cash,FALSE,None,TRUE,Friday
2524,2392,897,Tablet,Electronics,4,1883.82,4/29/2024 6:45,10,"Los Angeles, CA",68,Female,96675.81,Silver,Cash,FALSE,None,FALSE,Thursday
2525,2791,596,Laptop,Appliances,5,1634.15,03-12-2024 02:26,6,"Miami, FL",37,Female,92515.87,Bronze,Cash,FALSE,None,FALSE,Thursday
2526,5067,521,Laptop,Appliances,1,1581.72,07-02-2024 18:31,19,"New York, NY",52,Other,117511.82,Platinum,Digital Wallet,FALSE,BOGO,TRUE,Monday
2527,6816,448,Smartphone,Appliances,4,1814.16,09-04-2024 21:16,8,"New York, NY",37,Other,68682.44,Gold,Cash,FALSE,Percentage Discount,TRUE,Monday
2528,3725,266,TV,Appliances,1,1319.86,05-09-2024 21:28,15,"Dallas, TX",51,Other,48872.5,Gold,Debit Card,TRUE,None,FALSE,Friday
2529,1725,204,Tablet,Appliances,5,875.78,02-09-2024 05:42,4,"New York, NY",40,Other,114162.25,Gold,Digital Wallet,TRUE,None,TRUE,Sunday
2530,7547,323,Tablet,Electronics,3,556.15,02-07-2024 05:19,16,"New York, NY",68,Other,89549.04,Silver,Digital Wallet,FALSE,Percentage Discount,TRUE,Friday
2531,6432,258,Washing Machine,Electronics,3,1619.61,8/21/2024 8:47,18,"Miami, FL",60,Other,29659.83,Bronze,Digital Wallet,FALSE,None,TRUE,Sunday
2532,8052,615,Washing Machine,Appliances,5,929.9,08-07-2024 02:07,9,"Chicago, IL",43,Other,117948.72,Bronze,Debit Card,TRUE,None,TRUE,Tuesday
2533,2735,326,Camera,Electronics,1,516.48,4/26/2024 22:39,16,"Los Angeles, CA",67,Other,55618.06,Silver,Debit Card,FALSE,BOGO,FALSE,Sunday
2534,1172,951,TV,Appliances,5,1893.12,1/18/2024 20:46,6,"Dallas, TX",57,Female,94499.12,Gold,Cash,FALSE,None,FALSE,Monday
2535,2615,292,TV,Electronics,4,1482.82,08-03-2024 12:15,3,"Dallas, TX",68,Male,22024.81,Silver,Credit Card,TRUE,None,TRUE,Sunday
2536,5239,914,Tablet,Appliances,4,612.15,05-08-2024 04:09,9,"Dallas, TX",65,Other,34526.74,Bronze,Credit Card,FALSE,Percentage Discount,FALSE,Wednesday
2537,4637,672,Smartphone,Electronics,3,98.52,01-04-2024 22:01,14,"New York, NY",37,Male,109435.13,Gold,Debit Card,TRUE,None,FALSE,Wednesday
2538,9366,728,Fridge,Appliances,4,1627.5,04-03-2024 21:12,3,"Los Angeles, CA",37,Female,102621.77,Platinum,Debit Card,TRUE,None,FALSE,Monday
2539,9499,806,Fridge,Electronics,2,1014.9,04-01-2024 03:20,15,"Los Angeles, CA",39,Female,24858.66,Bronze,Digital Wallet,TRUE,None,FALSE,Tuesday
2540,4621,951,Tablet,Appliances,1,1574.69,1/15/2024 11:57,6,"Chicago, IL",23,Other,53168.74,Silver,Credit Card,TRUE,Percentage Discount,TRUE,Saturday
2541,8303,638,Laptop,Electronics,1,229.44,04-02-2024 16:36,16,"Los Angeles, CA",62,Male,72072.16,Silver,Digital Wallet,TRUE,Percentage Discount,TRUE,Saturday
2542,7129,966,Headphones,Appliances,1,1301.9,5/25/2024 5:44,11,"New York, NY",34,Female,51986.35,Silver,Digital Wallet,FALSE,None,TRUE,Wednesday
2543,7408,644,Tablet,Appliances,5,590.32,6/13/2024 16:44,18,"Miami, FL",29,Female,107016.77,Platinum,Credit Card,TRUE,None,FALSE,Tuesday
2544,8586,829,Laptop,Appliances,5,812.51,3/28/2024 21:21,2,"New York, NY",25,Female,58111.33,Silver,Debit Card,FALSE,Percentage Discount,TRUE,Saturday
2545,9199,664,Tablet,Appliances,5,1343.52,02-12-2024 22:41,9,"Dallas, TX",58,Male,110284.55,Bronze,Debit Card,TRUE,None,FALSE,Thursday
2546,3469,819,Washing Machine,Electronics,3,1215.24,1/17/2024 23:21,12,"Chicago, IL",41,Male,40803.15,Silver,Digital Wallet,FALSE,BOGO,FALSE,Saturday
2547,6651,874,Camera,Electronics,2,1807.52,4/18/2024 7:31,5,"Los Angeles, CA",47,Other,28374.43,Bronze,Digital Wallet,TRUE,None,TRUE,Saturday
2548,1402,921,Laptop,Electronics,2,1372.66,02-06-2024 21:01,20,"Miami, FL",26,Other,64493.8,Platinum,Debit Card,FALSE,BOGO,FALSE,Wednesday
2549,8909,216,Smartphone,Electronics,4,1821.22,06-04-2024 05:42,6,"New York, NY",57,Male,115683.3,Silver,Digital Wallet,TRUE,None,FALSE,Friday
2550,2712,527,Camera,Appliances,1,548.64,09-11-2024 18:27,14,"Chicago, IL",65,Male,72018,Platinum,Credit Card,FALSE,None,TRUE,Sunday
2551,5840,571,Tablet,Electronics,1,1454.7,6/21/2024 9:15,15,"New York, NY",55,Other,90629.23,Bronze,Digital Wallet,TRUE,Percentage Discount,FALSE,Saturday
2552,7815,178,Washing Machine,Electronics,2,1108.36,1/28/2024 17:47,14,"New York, NY",23,Male,111677.86,Platinum,Debit Card,TRUE,Percentage Discount,TRUE,Saturday
2553,2406,219,Fridge,Electronics,4,1011.25,8/26/2024 1:28,20,"Dallas, TX",34,Male,66968.71,Gold,Credit Card,FALSE,None,FALSE,Monday
2554,2901,938,Smartphone,Electronics,1,456.14,8/30/2024 11:04,17,"Los Angeles, CA",26,Male,71434.21,Silver,Debit Card,FALSE,None,TRUE,Wednesday
2555,3321,234,TV,Electronics,1,1309.59,3/16/2024 19:17,17,"Dallas, TX",42,Male,74801.55,Gold,Cash,FALSE,None,TRUE,Saturday
2556,6707,117,TV,Appliances,5,543.65,2/25/2024 7:05,20,"Chicago, IL",63,Other,61879.91,Platinum,Cash,TRUE,Percentage Discount,TRUE,Friday
2557,6110,591,Headphones,Appliances,1,776.72,04-03-2024 16:08,15,"Los Angeles, CA",21,Female,116631.77,Bronze,Credit Card,FALSE,None,TRUE,Sunday
2558,6620,456,Washing Machine,Appliances,3,546.05,7/13/2024 21:29,19,"Dallas, TX",48,Female,57177.98,Silver,Credit Card,FALSE,None,FALSE,Tuesday
2559,8460,419,Washing Machine,Electronics,1,1462.88,4/13/2024 13:56,18,"Dallas, TX",22,Female,49038.02,Gold,Cash,FALSE,None,FALSE,Friday
2560,4389,807,Headphones,Electronics,5,597.34,07-03-2024 10:55,17,"Los Angeles, CA",32,Female,21850.94,Platinum,Cash,FALSE,BOGO,TRUE,Thursday
2561,9537,471,TV,Appliances,5,1327.87,8/22/2024 0:30,15,"Chicago, IL",30,Male,89699.73,Bronze,Digital Wallet,TRUE,None,TRUE,Friday
2562,8912,242,TV,Electronics,3,1797.83,6/21/2024 23:01,16,"Chicago, IL",68,Other,29029.33,Silver,Cash,FALSE,None,FALSE,Saturday
2563,6706,936,Smartphone,Appliances,3,1951.61,08-05-2024 17:24,11,"Los Angeles, CA",55,Female,61951.24,Silver,Digital Wallet,FALSE,None,FALSE,Friday
2564,8801,552,Fridge,Electronics,3,1342.19,4/22/2024 0:47,10,"New York, NY",23,Female,107482.77,Silver,Digital Wallet,TRUE,None,FALSE,Saturday
2565,2599,711,TV,Appliances,5,866.72,02-03-2024 12:43,9,"Los Angeles, CA",35,Male,37298.14,Bronze,Digital Wallet,TRUE,Percentage Discount,FALSE,Tuesday
2566,8178,635,Tablet,Electronics,2,1858.58,7/30/2024 18:16,11,"Dallas, TX",32,Female,36470.76,Platinum,Digital Wallet,TRUE,Percentage Discount,FALSE,Monday
2567,8412,881,Laptop,Electronics,5,1052.52,04-06-2024 19:36,17,"Chicago, IL",52,Other,42685.72,Bronze,Credit Card,TRUE,BOGO,FALSE,Sunday
2568,6225,450,Tablet,Electronics,3,1349.2,03-05-2024 11:43,9,"Dallas, TX",26,Female,50341.3,Silver,Debit Card,TRUE,None,FALSE,Monday
2569,2100,276,TV,Electronics,2,1751.53,1/16/2024 0:19,15,"Los Angeles, CA",46,Other,27957.95,Bronze,Digital Wallet,FALSE,None,FALSE,Tuesday
2570,5919,826,Laptop,Appliances,1,1038.02,1/17/2024 1:42,10,"New York, NY",43,Female,70933.37,Silver,Cash,TRUE,BOGO,FALSE,Thursday
2571,1732,411,Smartphone,Appliances,2,1583.77,06-10-2024 07:04,3,"Dallas, TX",68,Female,29186.92,Gold,Cash,TRUE,None,TRUE,Wednesday
2572,2885,129,Laptop,Appliances,3,1145.05,02-07-2024 10:31,8,"Dallas, TX",36,Female,76522.45,Platinum,Credit Card,TRUE,None,TRUE,Tuesday
2573,1370,862,Camera,Electronics,1,1719.49,6/30/2024 19:33,9,"New York, NY",60,Male,101052.08,Silver,Cash,TRUE,BOGO,TRUE,Sunday
2574,6620,934,Fridge,Appliances,1,1339.63,5/16/2024 9:27,1,"New York, NY",43,Female,63982.19,Bronze,Debit Card,TRUE,None,TRUE,Friday
2575,2791,221,Tablet,Electronics,3,1857.32,7/24/2024 14:09,4,"Los Angeles, CA",25,Female,45612.82,Bronze,Digital Wallet,FALSE,None,TRUE,Tuesday
2576,3692,327,Camera,Appliances,2,1327.08,01-04-2024 05:28,20,"Los Angeles, CA",67,Female,74972.52,Gold,Digital Wallet,TRUE,Percentage Discount,FALSE,Thursday
